,ratings_and_offers_id,price_string,option,price
314,323,$5.99 ,,5.99
315,324,$6.00 ,,6.0
316,325,$29.50 ,,29.5
317,327,$5.99 ,,5.99
318,328,$3.99 ,,3.99
319,330,$24.99 ,,24.99
320,331,$105.00 ,,105.0
321,332,$105.00 ,,105.0
322,333,$65.00 ,,65.0
323,334,$72.00 ,,72.0
324,335,$19.99 ,,19.99
325,336,$24.99 ,,24.99
326,337,$30.00 ,,30.0
327,338,$50.00 ,,50.0
328,339,$63.00 ,,63.0
329,340,$50.00 ,,50.0
330,341,$35.00 ,,35.0
331,342,$24.99 ,,24.99
332,344,$12.00 ,,12.0
333,345,$12.00 ,,12.0
334,346,$12.00 ,,12.0
335,347,$35.00 ,,35.0
336,348,$109.00 ,,109.0
337,349,$35.00 ,,35.0
338,350,$33.00 ,,33.0
339,351,$45.00 ,,45.0
340,352,$32.00 ,,32.0
341,353,$68.00 ,,68.0
342,354,$30.00 ,,30.0
343,355,$28.00 ,,28.0
344,356,$28.50 ,,28.5
345,357,$72.00 ,,72.0
346,358,$76.00 ,,76.0
347,359,$19.99 ,,19.99
348,360,$24.99 ,,24.99
349,361,$70.00 ,,70.0
350,362,$68.00 ,,68.0
351,363,$59.00 ,,59.0
352,364,$16.00 ,,16.0
353,365,$16.00 ,,16.0
354,366,$89.00 ,,89.0
355,367,$32.00 ,,32.0
356,368,$9.99 ,,9.99
357,369,$9.99 ,,9.99
358,370,$9.99 ,,9.99
359,371,$11.99 ,,11.99
360,372,$11.99 ,,11.99
361,373,$9.99 ,,9.99
362,374,$99.00 ,,99.0
363,375,$45.50 ,,45.5
364,376,$65.00 ,,65.0
365,377,$9.99 ,,9.99
366,378,$9.99 ,,9.99
367,379,$9.99 ,,9.99
368,380,$11.99 ,,11.99
369,381,$11.99 ,,11.99
370,382,$9.99 ,,9.99
371,383,$7.99 ,,7.99
372,384,$9.99 ,,9.99
373,385,$18.00 ,,18.0
374,386,$20.00 ,,20.0
375,387,$9.99 ,,9.99
376,388,$9.99 ,,9.99
377,389,$3.99 ,,3.99
378,390,$9.99 ,,9.99
379,391,$15.99 ,,15.99
380,392,$9.99 ,12 Colors,9.99
381,393,$14.99 ,10 Colors,14.99
382,394,$11.99 ,2 Colors,11.99
383,395,$6.99 ,6 Colors,6.99
384,396,$7.99 ,4 Colors,7.99
385,397,$20.00 ,,20.0
386,398,$119.00 ,,119.0
387,399,$59.99 ,,59.99
388,400,$79.99 ,,79.99
389,401,$89.00 ,,89.0
390,402,$99.99 ,,99.99
391,403,$150.00 ,2 Colors,150.0
392,404,$99.99 ,,99.99
393,405,$199.00 ,,199.0
394,406,$89.99 ,,89.99
395,407,$14.99 ,,14.99
396,408,$230.00 ,,230.0
397,409,$9.99 ,,9.99
398,410,$9.99 ,,9.99
399,411,$7.99 ,,7.99
400,412,$7.99 ,,7.99
401,413,$5.99 ,,5.99
402,414,$5.99 ,,5.99
403,415,$7.99 ,,7.99
404,416,$9.99 ,,9.99
405,417,$29.99 ,,29.99
406,418,$9.99 ,,9.99
407,419,$49.99 ,,49.99
408,420,$39.99 ,,39.99
409,421,$15.00 ,,15.0
410,422,$8.99 ,,8.99
411,423,$15.00 ,,15.0
412,424,$8.99 ,,8.99
413,425,$15.00 ,,15.0
414,426,$15.00 ,,15.0
415,427,$29.00 ,,29.0
416,429,$113.00 ,,113.0
417,430,$12.00 ,,12.0
418,431,$36.00 ,,36.0
419,432,$8.99 ,,8.99
420,433,$8.99 ,,8.99
421,434,$8.99 ,,8.99
422,435,$10.00 ,,10.0
423,436,$24.00 ,,24.0
424,437,$8.99 ,,8.99
425,438,$24.00 ,,24.0
426,439,$10.00 ,,10.0
427,440,$24.00 ,,24.0
428,441,$10.00 ,,10.0
429,442,$10.00 ,,10.0
430,443,$24.50 ,,24.5
431,444,$21.00 ,,21.0
432,445,$11.00 ,,11.0
433,446,$8.99 ,,8.99
434,447,$8.99 ,3 Scents,8.99
435,448,$8.99 ,,8.99
436,449,$8.99 ,,8.99
437,450,$8.99 ,,8.99
438,451,$8.99 ,,8.99
439,452,$8.99 ,,8.99
440,453,$8.99 ,,8.99
441,454,$8.99 ,,8.99
442,455,$8.99 ,,8.99
443,456,$8.99 ,,8.99
444,457,$8.99 ,,8.99
445,458,$8.99 ,,8.99
446,459,$8.99 ,,8.99
447,460,$8.99 ,,8.99
448,461,$8.99 ,,8.99
449,462,$8.99 ,,8.99
450,463,$8.99 ,,8.99
451,464,$8.99 ,,8.99
452,465,$9.99 ,,9.99
453,466,$18.00 ,,18.0
454,467,$24.00 ,,24.0
455,468,$32.00 ,,32.0
456,469,$24.00 ,,24.0
457,470,$24.00 ,,24.0
458,471,$24.00 ,,24.0
459,472,$32.00 ,,32.0
460,473,$42.50 ,,42.5
461,474,$20.00 ,,20.0
462,475,$20.00 ,,20.0
463,476,$42.50 ,,42.5
464,477,$12.99 ,,12.99
465,478,$12.00 ,,12.0
466,479,$35.00 ,,35.0
467,480,$12.98 ,,12.98
468,484,$29.00 ,,29.0
469,485,$20.00 ,,20.0
470,486,$31.00 ,,31.0
471,487,$8.00 ,2 Scents,8.0
472,488,$24.00 ,,24.0
473,489,$24.00 ,,24.0
474,491,$20.00 ,,20.0
475,492,$15.00 ,,15.0
476,493,$24.00 ,,24.0
477,495,$20.00 ,,20.0
478,496,$8.99 ,,8.99
479,497,$8.99 ,,8.99
480,498,$23.00 ,,23.0
481,499,$10.00 ,,10.0
482,500,$10.00 ,,10.0
483,501,$13.00 ,,13.0
484,502,$8.99 ,,8.99
485,503,$8.99 ,,8.99
486,504,$10.00 ,,10.0
487,505,$10.00 ,,10.0
488,506,$20.00 ,,20.0
489,507,$8.99 ,,8.99
490,508,$11.00 ,,11.0
491,509,$12.00 ,,12.0
492,510,$10.00 ,,10.0
493,511,$13.00 ,,13.0
494,512,$18.00 ,,18.0
495,513,$8.99 ,,8.99
496,514,$13.00 ,,13.0
497,515,$23.00 ,,23.0
498,516,$12.00 ,,12.0
499,517,$17.50 ,,17.5
500,518,$78.00 ,,78.0
501,519,$21.00 ,,21.0
502,520,$21.00 ,,21.0
503,521,$21.00 ,,21.0
504,522,$21.00 ,,21.0
505,523,$36.00 ,,36.0
506,524,$21.00 ,,21.0
507,525,$15.00 ,,15.0
508,526,$36.00 ,,36.0
509,527,$21.00 ,,21.0
510,528,$21.00 ,,21.0
511,529,$21.00 ,,21.0
512,530,$21.00 ,,21.0
513,531,$15.00 ,,15.0
514,532,$21.00 ,,21.0
515,533,$15.00 ,,15.0
516,534,$15.00 ,,15.0
517,535,$15.00 ,,15.0
518,536,$21.00 ,,21.0
519,537,$31.00 ,,31.0
520,538,$21.00 ,,21.0
521,540,$21.00 ,,21.0
522,541,$36.00 ,,36.0
523,542,$15.00 ,,15.0
524,543,$36.00 ,,36.0
525,544,$36.00 ,,36.0
526,545,$21.00 ,,21.0
527,546,$28.00 ,,28.0
528,547,$20.00 ,,20.0
529,548,$13.99 ,,13.99
530,549,$3.99 ,3 Scents,3.99
531,550,$9.99 ,,9.99
532,551,$10.99 ,,10.99
533,552,$36.00 ,,36.0
534,553,$36.00 ,,36.0
535,554,$13.99 ,,13.99
536,555,$15.00 ,,15.0
537,556,$9.99 ,,9.99
538,557,$15.00 ,,15.0
539,558,$6.00 ,,6.0
540,559,$8.00 ,,8.0
541,560,$1.99 ,,1.99
542,561,$7.99 ,,7.99
543,562,$15.99 ,,15.99
544,563,$9.99 ,,9.99
545,564,$4.99 ,,4.99
546,565,$36.00 ,,36.0
547,566,$6.00 ,,6.0
548,567,$13.00 ,,13.0
549,568,$22.00 ,,22.0
550,569,$4.99 ,,4.99
551,570,$11.99 ,,11.99
552,571,$17.99 ,,17.99
553,572,$6.00 ,,6.0
554,573,$9.99 ,,9.99
555,574,$36.00 ,,36.0
556,575,$14.99 ,,14.99
557,576,$36.00 ,,36.0
558,577,$35.00 ,,35.0
559,578,$6.00 ,,6.0
560,579,$8.99 ,,8.99
561,580,$13.00 ,,13.0
562,581,$6.99 ,,6.99
563,582,$2.99 ,,2.99
564,583,$14.99 ,,14.99
565,584,$42.00 ,,42.0
566,585,$31.00 ,,31.0
567,586,$6.00 ,,6.0
568,587,$8.99 ,,8.99
569,588,$8.99 ,,8.99
570,589,$36.00 ,,36.0
571,590,$3.99 ,,3.99
572,591,$8.99 ,,8.99
573,592,$10.00 ,,10.0
574,593,$8.00 ,,8.0
575,594,$20.00 ,,20.0
576,595,$28.00 ,,28.0
577,596,$39.50 ,,39.5
578,597,$42.00 ,,42.0
579,598,$34.00 ,,34.0
580,599,$9.99 ,,9.99
581,600,$6.99 ,6 Colors,6.99
582,601,$7.00 ,20 Colors,7.0
583,602,$8.39 ,12 Colors,8.39
584,604,$8.39 ,14 Colors,8.39
585,605,$5.74 ,5 Colors,5.74
586,606,$6.64 ,3 Colors,6.64
587,607,$6.37 ,3 Colors,6.37
588,610,$26.60 ,13 Colors,26.6
589,611,$26.60 ,,26.6
590,612,$22.40 ,,22.4
591,614,$5.24 ,3 Colors,5.24
592,615,$14.75 ,,14.75
593,616,$5.59 ,6 Colors,5.59
594,618,$6.74 ,10 Colors,6.74
595,619,$8.39 ,3 Colors,8.39
596,620,$7.50 ,,7.5
597,622,$19.60 ,,19.6
598,623,$7.69 ,,7.69
599,625,$9.75 ,16 Colors,9.75
600,626,$10.50 ,42 Colors,10.5
601,628,$3.20 ,4 Colors,3.2
602,629,$8.39 ,14 Colors,8.39
603,631,$5.99 ,17 Colors,5.99
604,636,$25.50 ,,25.5
605,637,$7.69 ,4 Colors,7.69
606,638,$3.84 ,8 Colors,3.84
607,639,$7.69 ,3 Colors,7.69
608,640,$25.50 ,,25.5
609,641,$6.99 ,3 Scents,6.99
610,642,$11.89 ,,11.89
611,643,$4.87 ,,4.87
612,644,$9.00 ,,9.0
613,645,$9.00 ,,9.0
614,646,$10.87 ,,10.87
615,647,$8.50 ,4 Colors,8.5
616,648,$7.69 ,4 Colors,7.69
617,649,$5.00 ,2 Colors,5.0
618,650,$8.00 ,2 Colors,8.0
619,651,$5.00 ,2 Colors,5.0
620,654,$11.50 ,,11.5
621,657,$5.25 ,,5.25
622,658,$5.25 ,,5.25
623,659,$15.00 ,,15.0
624,660,$9.44 ,3 Colors,9.44
625,661,$9.09 ,,9.09
626,662,$5.25 ,,5.25
627,663,$17.50 ,,17.5
628,664,$23.80 ,,23.8
629,665,$7.50 ,8 Colors,7.5
630,666,$19.50 ,,19.5
631,667,$5.62 ,,5.62
632,668,$6.00 ,,6.0
633,669,$6.75 ,2 Colors,6.75
634,670,$14.50 ,,14.5
635,671,$29.40 ,,29.4
636,672,$5.75 ,3 Colors,5.75
637,673,$8.00 ,,8.0
638,674,$5.75 ,4 Colors,5.75
639,675,$6.00 ,3 Colors,6.0
640,676,$4.12 ,12 Colors,4.12
641,677,$5.24 ,,5.24
642,678,$12.74 ,,12.74
643,679,$8.25 ,9 Colors,8.25
644,680,$5.25 ,9 Colors,5.25
645,681,$11.25 ,,11.25
646,682,$4.50 ,,4.5
647,683,$14.99 ,,14.99
648,684,$15.00 ,,15.0
649,685,$3.74 ,,3.74
650,686,$7.50 ,8 Colors,7.5
651,687,$8.99 ,,8.99
652,688,$5.25 ,,5.25
653,689,$8.99 ,,8.99
654,690,$10.20 ,,10.2
655,691,$7.49 ,,7.49
656,692,$6.00 ,16 Colors,6.0
657,693,$5.25 ,4 Colors,5.25
658,694,$15.00 ,,15.0
659,695,$6.74 ,,6.74
660,696,$15.00 ,,15.0
661,697,$5.62 ,5 Colors,5.62
662,698,$3.37 ,24 Colors,3.37
663,699,$3.37 ,12 Colors,3.37
664,700,$4.87 ,,4.87
665,701,$13.50 ,,13.5
666,702,$13.50 ,,13.5
667,703,$6.74 ,,6.74
668,704,$6.00 ,24 Colors,6.0
669,705,$6.99 ,3 Colors,6.99
670,706,$26.25 ,,26.25
671,707,$7.50 ,8 Colors,7.5
672,708,$6.00 ,6 Colors,6.0
673,709,$5.99 ,,5.99
674,710,$26.25 ,,26.25
675,711,$4.49 ,,4.49
676,712,$5.62 ,5 Colors,5.62
677,713,$6.00 ,,6.0
678,714,$5.99 ,,5.99
679,715,$5.25 ,,5.25
680,716,$5.24 ,,5.24
681,717,$5.99 ,,5.99
682,718,$5.25 ,3 Colors,5.25
683,719,$8.99 ,,8.99
684,720,$4.87 ,9 Colors,4.87
685,721,$4.49 ,,4.49
686,722,$5.00 ,2 Colors,5.0
687,723,$4.49 ,,4.49
688,724,$5.24 ,,5.24
689,725,$5.25 ,6 Colors,5.25
690,726,$6.99 ,,6.99
691,727,$4.87 ,,4.87
692,728,$8.99 ,,8.99
693,729,$5.24 ,,5.24
694,730,$2.99 ,,2.99
695,731,$8.25 ,,8.25
696,732,$15.00 ,,15.0
697,733,$6.00 ,8 Colors,6.0
698,734,$35.00 ,,35.0
699,735,$11.99 ,,11.99
700,736,$5.24 ,,5.24
701,738,$5.25 ,,5.25
702,739,$6.37 ,3 Colors,6.37
703,740,$6.99 ,2 Colors,6.99
704,741,$5.24 ,,5.24
705,742,$4.49 ,,4.49
706,743,$4.89 ,3 Colors,4.89
707,744,$8.99 ,,8.99
708,745,$5.99 ,,5.99
709,746,$7.49 ,,7.49
710,747,$6.99 ,7 Colors,6.99
711,748,$13.50 ,,13.5
712,749,$9.44 ,,9.44
713,750,$18.75 ,,18.75
714,751,$5.24 ,,5.24
715,752,$5.24 ,,5.24
716,753,$6.99 ,,6.99
717,754,$11.99 ,,11.99
718,755,$7.49 ,,7.49
719,756,$26.25 ,,26.25
720,757,$5.25 ,5 Colors,5.25
721,758,$7.49 ,,7.49
722,759,$11.19 ,,11.19
723,760,$5.24 ,,5.24
724,761,$3.37 ,9 Colors,3.37
725,762,$4.89 ,,4.89
726,763,$6.00 ,,6.0
727,764,$3.99 ,2 Colors,3.99
728,765,$7.50 ,7 Colors,7.5
729,766,$13.50 ,,13.5
730,767,$6.29 ,,6.29
731,768,$7.50 ,12 Colors,7.5
732,769,$5.25 ,,5.25
733,770,$4.49 ,,4.49
734,771,$4.50 ,12 Colors,4.5
735,772,$8.39 ,3 Colors,8.39
736,773,$6.00 ,8 Colors,6.0
737,774,$5.24 ,,5.24
738,775,$8.99 ,,8.99
739,776,$11.99 ,,11.99
740,777,$5.00 ,6 Colors,5.0
741,778,$6.99 ,,6.99
742,779,$7.50 ,,7.5
743,780,$9.75 ,10 Colors,9.75
744,781,$5.99 ,,5.99
745,782,$4.87 ,24 Colors,4.87
746,783,$5.25 ,,5.25
747,784,$6.99 ,,6.99
748,785,$4.50 ,,4.5
749,786,$4.49 ,,4.49
750,787,$5.25 ,,5.25
751,788,$6.64 ,,6.64
752,789,$8.25 ,5 Colors,8.25
753,790,$2.99 ,,2.99
754,791,$6.99 ,,6.99
755,792,$4.49 ,,4.49
756,793,$7.50 ,,7.5
757,794,$6.99 ,,6.99
758,795,$5.24 ,,5.24
759,796,$4.49 ,,4.49
760,797,$8.25 ,,8.25
761,798,$11.19 ,,11.19
762,799,$4.87 ,,4.87
763,800,$26.25 ,,26.25
764,801,$6.74 ,2 Colors,6.74
765,802,$8.25 ,8 Colors,8.25
766,803,$6.00 ,8 Colors,6.0
767,804,$9.09 ,,9.09
768,805,$8.39 ,,8.39
769,806,$6.75 ,6 Colors,6.75
770,807,$5.24 ,,5.24
771,808,$3.74 ,,3.74
772,810,$13.50 ,,13.5
773,812,$4.89 ,5 Colors,4.89
774,813,$6.99 ,,6.99
775,814,$5.25 ,,5.25
776,815,$5.24 ,,5.24
777,816,$4.49 ,,4.49
778,817,$4.87 ,,4.87
779,818,$2.99 ,,2.99
780,819,$7.49 ,,7.49
781,820,$8.39 ,,8.39
782,821,$5.99 ,,5.99
783,822,$5.25 ,,5.25
784,823,$4.49 ,,4.49
785,825,$7.69 ,2 Colors,7.69
786,826,$6.64 ,3 Colors,6.64
787,827,$9.09 ,,9.09
788,828,$5.25 ,,5.25
789,829,$4.74 ,6 Colors,4.74
790,830,$4.89 ,2 Colors,4.89
791,831,$6.29 ,5 Colors,6.29
792,832,$7.69 ,8 Colors,7.69
793,833,$3.99 ,,3.99
794,834,$7.50 ,,7.5
795,835,$15.00 ,,15.0
796,836,$6.64 ,,6.64
797,837,$7.69 ,6 Colors,7.69
798,838,$13.50 ,2 Colors,13.5
799,839,$4.87 ,6 Colors,4.87
800,840,$2.99 ,,2.99
801,841,$9.00 ,3 Colors,9.0
802,842,$4.89 ,,4.89
803,843,$8.39 ,,8.39
804,844,$4.50 ,6 Colors,4.5
